"","date","surprise","shock"
"127",2013-12-01,0,0.0392754757609326
"128",2014-01-01,0.131,-0.281815473871968
"129",2014-02-01,0.0599999999999987,0.231859875590294
"130",2014-03-01,0,-0.296238495243654
"131",2014-04-01,0.0350000000000001,0.2952503417674
"132",2014-05-01,-0.0299999999999994,-0.615848173483539
"133",2014-06-01,0,0.206669939461914
"134",2014-07-01,0.0129999999999999,-0.106232892779764
"135",2014-08-01,0,0.218790730470772
"136",2014-09-01,-0.0080000000000009,-0.202461510102728
"137",2014-10-01,0.23,-0.141957029335774
"138",2014-11-01,0,0.486552934165578
"139",2014-12-01,-0.036999999999999,0.410164534753598
"140",2015-01-01,0.0800000000000001,0.00118498487106257
"141",2015-02-01,0,0.129912392738893
"142",2015-03-01,0.00300000000000011,-0.130334999017108
"143",2015-04-01,0.220000000000001,-0.187189094440111
"144",2015-05-01,0,0.870957141674567
"145",2015-06-01,0.048,0.608102062340488
"146",2015-07-01,0.204000000000001,-0.2032756005035
"147",2015-08-01,0,0.271087524712568
"148",2015-09-01,-0.0549999999999997,-0.737919624909357
"149",2015-10-01,-0.0230000000000015,0.208075065754038
"150",2015-11-01,-0.0220000000000002,0.157005370825138
"151",2015-12-01,0,0.183899311901801
"152",2016-01-01,-0.179,0.126790432816075
"153",2016-02-01,0,0.630790540612461
"154",2016-03-01,-0.0109999999999992,0.317117665124927
"155",2016-04-01,0.0140000000000011,0.362326748415148
"156",2016-05-01,0,0.607738555445408
"157",2016-06-01,0.0289999999999999,0.484676546365143
"158",2016-07-01,0.0080000000000009,0.747804574232684
"159",2016-08-01,0,0.767108818110071
"160",2016-09-01,0.00500000000000078,0.414136672251608
"161",2016-10-01,0.0400000000000009,0.719726275373122
"162",2016-11-01,0,0.570101840522466
"163",2016-12-01,0.0310000000000006,0.379831074953231
"164",2017-01-01,-0.209000000000001,-0.266371501298744
"165",2017-02-01,-0.234999999999999,0.571994293124648
"166",2017-03-01,0,-0.335650826408057
"167",2017-04-01,-0.0579999999999998,0.350546514623142
"168",2017-05-01,0,0.278630818317191
"169",2017-06-01,-0.0549999999999997,-1.34130209754692
"170",2017-07-01,-0.245000000000001,2.00582203099364
"171",2017-08-01,0,-1.34006841999755
"172",2017-09-01,-0.0579999999999998,0.0190486290916899
"173",2017-10-01,-0.156000000000001,0.00560241812410699
"174",2017-11-01,0,0.0349149711299479
"175",2017-12-01,-0.0230000000000006,-0.604750908115406
"176",2018-01-01,0,0.674656571983062
"177",2018-02-01,-0.0200000000000005,0.514373037734177
"178",2018-03-01,-0.0430000000000001,-0.0962912217333689
"179",2018-04-01,0,-0.670156716282975
"180",2018-05-01,0.0729999999999995,1.50424967287073
"181",2018-06-01,-0.0450000000000008,-0.255215668252899
"182",2018-07-01,0,-0.280918573577339
"183",2018-08-01,-0.00800000000000001,-1.07175645512801
"184",2018-09-01,-0.0270000000000001,-0.461907519944942
"185",2018-10-01,0,0.740997091367902
"186",2018-11-01,-0.00900000000000034,-0.471341077954241
"187",2018-12-01,0,-0.251845209266417
"188",2019-01-01,0,0.23739442730208
"189",2019-02-01,0.00199999999999978,0.507089222588537
"190",2019-03-01,0.0100000000000007,0.344781126397908
"191",2019-04-01,0,0.342386744128608
"192",2019-05-01,-0.00499999999999989,-0.362453586672753
"193",2019-06-01,0.0249999999999995,0.0656376149903539
"194",2019-07-01,0,0.117691356706799
"195",2019-08-01,-0.0999999999999996,-1.5986666906867
"196",2019-09-01,-0.0549999999999997,0.0957139001727799
"197",2019-10-01,0.0110000000000001,-0.859687946237894
"198",2019-11-01,0,-0.429301848637591
"199",2019-12-01,-0.0510000000000002,0.0834345506602688
"200",2020-01-01,0,0.109346321628357
"201",2020-02-01,-0.0430000000000001,-0.261952171518148
"202",2020-03-01,-0.0550000000000002,0.926042390185392
"203",2020-04-01,0,1.92307491079784
"204",2020-05-01,-0.185,-1.62629592153902
"205",2020-06-01,-0.0869999999999997,0.722145900259515
"206",2020-07-01,0,0.144758557769059
"207",2020-08-01,-0.0800000000000001,-0.191286702991644
"208",2020-09-01,0.01,-0.959096469414161
"209",2020-10-01,-0.00100000000000011,-0.654188713687174
"210",2020-11-01,0,0.287930397673234
"211",2020-12-01,0.004,-0.278435469003724
"212",2021-01-01,0.01,-0.972247524920841
"213",2021-02-01,0,-0.744833824383648
"214",2021-03-01,0.214,1.43293440627759
"215",2021-04-01,0,-0.130371888671506
"216",2021-05-01,0.0339999999999998,0.410752444218382
"217",2021-06-01,0.024,-0.850330540787168
"218",2021-07-01,0,-0.577948049968016
"219",2021-08-01,0.0259999999999998,1.19763231767747
"220",2021-09-01,0.128,-0.62570747772644
"221",2021-10-01,0.350000000000001,0.47466258248691
"222",2021-11-01,0,0.495417235286403
"223",2021-12-01,0.0500000000000007,-0.204734044243915
"224",2022-01-01,0,-1.92525883505649
"225",2022-02-01,0.0960000000000001,1.8148624928966
"226",2022-03-01,0.0119999999999987,-0.541337841901474
"227",2022-04-01,0,0.419761823534555
"228",2022-05-01,0.0360000000000014,-0.400899312305323
"229",2022-06-01,0.00199999999999889,-0.0626820595202704
"230",2022-07-01,0,-1.32249249568564
"231",2022-08-01,0.0300000000000011,0.314337609766687
"232",2022-09-01,-0.0540000000000003,-0.571159353337234
"233",2022-10-01,-0.00399999999999956,0.179573459028011
"234",2022-11-01,0,0.424598528394051
"235",2022-12-01,-0.00999999999999979,0.577261159890425
"236",2023-01-01,0,0.341578902694245
"237",2023-02-01,0,-0.559550548976422
"238",2023-03-01,0.00300000000000011,0.114569381042701
"239",2023-04-01,0,-0.176246465437945
"240",2023-05-01,0.00399999999999956,0.364890582968273
"241",2023-06-01,0.0120000000000005,0.167472141336149
"242",2023-07-01,0,0.343234780831708
"243",2023-08-01,-0.155999999999999,-0.628201559410025
"244",2023-09-01,-0.0609999999999999,0.375364754579517
"245",2023-10-01,0,-0.240346195379797
"246",2023-11-01,-0.020999999999999,-0.169057673238267
"247",2023-12-01,-0.0359999999999996,-0.569986822063503
